0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
"U.S. Home Price and Related data, for Figure 3.1 in Robert J. Shiller, Irrational Exuberance, 3rd. Edition, Princeton University Press, 2015, as updated by author",,,,,,,,,,,,,,,,,,
See the book for description of data.,,,,"Update Nominal Home Price Index, Click Additional Information, National Index: https://www.spglobal.com/spdji/en/indices/indicators/sp-corelogic-case-shiller-us-national-home-price-nsa-index/#data",,,,,,,,,,,,,,
"Monthly data from January 1953 for prices, all other data are annual.",,,,,,,,Nominal,,,,,,,,,,
,Real,,Real,,,,,Home,,,Nominal,,,Consumer,,,,
,Home,,Building,U.S.,,,,Price,HPI,,Building,,,Price,CPI Annual&,,,
,Price,,Cost,Population,,Long Rate,,Index,Source ,,Cost,Build Cost,,Index,Quarterly,,,CPI
Date,Index,Date,Index,Millions,Long Rate,Source,Date,From fig2.1Revised2011.xls,,Date,Index,Source,Date,,Source,,Date,Annual
1976.3749999999789,103.96055328847304,,,,,,1976.3749999999789,27.451,S&P/CoreLogic/Case-Shiller,,,,1976.3749999999789,56.5,BLS,,,
1976.458333333312,103.70530194295506,,,,,,1976.458333333312,27.529,S&P/CoreLogic/Case-Shiller,,,,1976.458333333312,56.8,BLS,,,
1976.5416666666454,104.03731732124704,,,,,,1976.5416666666454,27.763,S&P/CoreLogic/Case-Shiller,,,,1976.5416666666454,57.1,BLS,,,
1976.6249999999786,104.17947457442513,,,,,,1976.6249999999786,27.947,S&P/CoreLogic/Case-Shiller,,,,1976.6249999999786,57.4,BLS,,,
1976.7083333333119,104.56441670370398,,,,,,1976.7083333333119,28.148,S&P/CoreLogic/Case-Shiller,,,,1976.7083333333119,57.6,BLS,,,
1976.7916666666451,104.35892815120305,,,,,,1976.7916666666451,28.239,S&P/CoreLogic/Case-Shiller,,,,1976.7916666666451,57.9,BLS,,,
1976.8749999999784,104.78033671859542,,,,,,1976.8749999999784,28.402,S&P/CoreLogic/Case-Shiller,,,,1976.8749999999784,58,BLS,,,
1976.9583333333117,105.29159995173826,,,,,,1976.9583333333117,28.639,S&P/CoreLogic/Case-Shiller,,,,1976.9583333333117,58.2,BLS,,,
1977.041666666645,105.63679605844884,,,,,,1977.041666666645,28.881,S&P/CoreLogic/Case-Shiller,,,,1977.041666666645,58.5,BLS,,,
1977.1249999999782,105.79893981410126,,,,,,1977.1249999999782,29.222,S&P/CoreLogic/Case-Shiller,,,,1977.1249999999782,59.1,BLS,,,
1977.2083333333114,106.58369894687993,,,,,,1977.2083333333114,29.638,S&P/CoreLogic/Case-Shiller,,,,1977.2083333333114,59.5,BLS,,,
1977.2916666666447,107.56419849198646,,,,,,1977.2916666666447,30.162,S&P/CoreLogic/Case-Shiller,,,,1977.2916666666447,60,BLS,,,
1977.374999999978,108.34553683923802,,,,,,1977.374999999978,30.533,S&P/CoreLogic/Case-Shiller,,,,1977.374999999978,60.3,BLS,,,
1977.4583333333112,108.43528340083793,,,,,,1977.4583333333112,30.761,S&P/CoreLogic/Case-Shiller,,,,1977.4583333333112,60.7,BLS,,,
1977.5416666666445,109.01044512209356,,,,,,1977.5416666666445,31.077,S&P/CoreLogic/Case-Shiller,,,,1977.5416666666445,61,BLS,,,
1977.6249999999777,109.75553316211538,,,,,,1977.6249999999777,31.392,S&P/CoreLogic/Case-Shiller,,,,1977.6249999999777,61.2,BLS,,,
1977.708333333311,110.84077244236565,,,,,,1977.708333333311,31.806,S&P/CoreLogic/Case-Shiller,,,,1977.708333333311,61.4,BLS,,,
1977.7916666666442,111.88422884691765,,,,,,1977.7916666666442,32.21,S&P/CoreLogic/Case-Shiller,,,,1977.7916666666442,61.6,BLS,,,
1977.8749999999775,112.49307733472575,,,,,,1977.8749999999775,32.543,S&P/CoreLogic/Case-Shiller,,,,1977.8749999999775,61.9,BLS,,,
1977.9583333333107,113.14034717142142,,,,,,1977.9583333333107,32.836,S&P/CoreLogic/Case-Shiller,,,,1977.9583333333107,62.1,BLS,,,
1978.041666666644,113.54260252195681,,,,,,1978.041666666644,33.165,S&P/CoreLogic/Case-Shiller,,,,1978.041666666644,62.5,BLS,,,
1978.1249999999773,114.08261716230788,,,,,,1978.1249999999773,33.536,S&P/CoreLogic/Case-Shiller,,,,1978.1249999999773,62.9,BLS,,,
1978.2083333333105,114.75902182859295,,,,,,1978.2083333333105,34.003,S&P/CoreLogic/Case-Shiller,,,,1978.2083333333105,63.4,BLS,,,
1978.2916666666438,115.35117282642274,,,,,,1978.2916666666438,34.448,S&P/CoreLogic/Case-Shiller,,,,1978.2916666666438,63.9,BLS,,,
1978.374999999977,115.85059098656868,,,,,,1978.374999999977,34.922,S&P/CoreLogic/Case-Shiller,,,,1978.374999999977,64.5,BLS,,,
1978.4583333333103,116.32973794105219,,,,,,1978.4583333333103,35.447,S&P/CoreLogic/Case-Shiller,,,,1978.4583333333103,65.2,BLS,,,
1978.5416666666436,117.06958009679072,,,,,,1978.5416666666436,35.946,S&P/CoreLogic/Case-Shiller,,,,1978.5416666666436,65.7,BLS,,,
1978.6249999999768,118.07740242920467,,,,,,1978.6249999999768,36.421,S&P/CoreLogic/Case-Shiller,,,,1978.6249999999768,66,BLS,,,
1978.70833333331,118.42517549585804,,,,,,1978.70833333331,36.805,S&P/CoreLogic/Case-Shiller,,,,1978.70833333331,66.5,BLS,,,
1978.7916666666433,118.51103512733725,,,,,,1978.7916666666433,37.164,S&P/CoreLogic/Case-Shiller,,,,1978.7916666666433,67.1,BLS,,,
1978.8749999999766,119.22800965483843,,,,,,1978.8749999999766,37.556,S&P/CoreLogic/Case-Shiller,,,,1978.8749999999766,67.4,BLS,,,
1978.9583333333098,120.09982074631534,,,,,,1978.9583333333098,37.999,S&P/CoreLogic/Case-Shiller,,,,1978.9583333333098,67.7,BLS,,,
1979.041666666643,120.62058938360852,,,,,,1979.041666666643,38.502,S&P/CoreLogic/Case-Shiller,,,,1979.041666666643,68.3,BLS,,,
1979.1249999999764,120.71666010811084,,,,,,1979.1249999999764,38.984,S&P/CoreLogic/Case-Shiller,,,,1979.1249999999764,69.1,BLS,,,
1979.2083333333096,121.10010234782128,,,,,,1979.2083333333096,39.504,S&P/CoreLogic/Case-Shiller,,,,1979.2083333333096,69.8,BLS,,,
1979.2916666666429,121.28568323834055,,,,,,1979.2916666666429,40.018,S&P/CoreLogic/Case-Shiller,,,,1979.2916666666429,70.6,BLS,,,
1979.3749999999761,121.3211624184684,,,,,,1979.3749999999761,40.54,S&P/CoreLogic/Case-Shiller,,,,1979.3749999999761,71.5,BLS,,,
1979.4583333333094,121.49993368837356,,,,,,1979.4583333333094,41.054,S&P/CoreLogic/Case-Shiller,,,,1979.4583333333094,72.3,BLS,,,
1979.5416666666426,121.51380008958013,,,,,,1979.5416666666426,41.513,S&P/CoreLogic/Case-Shiller,,,,1979.5416666666426,73.1,BLS,,,
1979.624999999976,121.57026427936815,,,,,,1979.624999999976,41.93,S&P/CoreLogic/Case-Shiller,,,,1979.624999999976,73.8,BLS,,,
1979.7083333333092,121.28192929854804,,,,,,1979.7083333333092,42.284,S&P/CoreLogic/Case-Shiller,,,,1979.7083333333092,74.6,BLS,,,
1979.7916666666424,121.37558289155224,,,,,,1979.7916666666424,42.657,S&P/CoreLogic/Case-Shiller,,,,1979.7916666666424,75.2,BLS,,,
1979.8749999999757,121.11601556110107,,,,,,1979.8749999999757,42.962,S&P/CoreLogic/Case-Shiller,,,,1979.8749999999757,75.9,BLS,,,
1979.958333333309,120.57528778811228,,,,,,1979.958333333309,43.221,S&P/CoreLogic/Case-Shiller,,,,1979.958333333309,76.7,BLS,,,
1980.0416666666422,119.47831097392528,,,,,,1980.0416666666422,43.442,S&P/CoreLogic/Case-Shiller,,,,1980.0416666666422,77.8,BLS,,,
1980.1249999999754,118.49870403515182,,,,,,1980.1249999999754,43.695,S&P/CoreLogic/Case-Shiller,,,,1980.1249999999754,78.9,BLS,,,
1980.2083333333087,117.7198458944635,,,,,,1980.2083333333087,44.068,S&P/CoreLogic/Case-Shiller,,,,1980.2083333333087,80.1,BLS,,,
1980.291666666642,117.50548709365822,,,,,,1980.291666666642,44.482,S&P/CoreLogic/Case-Shiller,,,,1980.291666666642,81,BLS,,,
1980.3749999999752,117.18026811320377,,,,,,1980.3749999999752,44.797,S&P/CoreLogic/Case-Shiller,,,,1980.3749999999752,81.8,BLS,,,
1980.4583333333085,116.60878563701206,,,,,,1980.4583333333085,45.069,S&P/CoreLogic/Case-Shiller,,,,1980.4583333333085,82.7,BLS,,,
1980.5416666666417,117.4186227735002,,,,,,1980.5416666666417,45.382,S&P/CoreLogic/Case-Shiller,,,,1980.5416666666417,82.7,BLS,,,
1980.624999999975,117.25614533290218,,,,,,1980.624999999975,45.648,S&P/CoreLogic/Case-Shiller,,,,1980.624999999975,83.3,BLS,,,
1980.7083333333082,116.83686881866356,,,,,,1980.7083333333082,45.867,S&P/CoreLogic/Case-Shiller,,,,1980.7083333333082,84,BLS,,,
1980.7916666666415,116.19639185558307,,,,,,1980.7916666666415,46.05,S&P/CoreLogic/Case-Shiller,,,,1980.7916666666415,84.8,BLS,,,
1980.8749999999748,115.70305354314792,,,,,,1980.8749999999748,46.233,S&P/CoreLogic/Case-Shiller,,,,1980.8749999999748,85.5,BLS,,,
1980.958333333308,115.08917812759019,,,,,,1980.958333333308,46.418,S&P/CoreLogic/Case-Shiller,,,,1980.958333333308,86.3,BLS,,,
1981.0416666666413,114.52471373615464,,,,,,1981.0416666666413,46.565,S&P/CoreLogic/Case-Shiller,,,,1981.0416666666413,87,BLS,,,
1981.1249999999745,113.81461836442314,,,,,,1981.1249999999745,46.755,S&P/CoreLogic/Case-Shiller,,,,1981.1249999999745,87.9,BLS,,,
1981.2083333333078,113.71513482951607,,,,,,1981.2083333333078,47.033,S&P/CoreLogic/Case-Shiller,,,,1981.2083333333078,88.5,BLS,,,
1981.291666666641,113.95320002945373,,,,,,1981.291666666641,47.451,S&P/CoreLogic/Case-Shiller,,,,1981.291666666641,89.1,BLS,,,
1981.3749999999743,113.84885546660756,,,,,,1981.3749999999743,47.78,S&P/CoreLogic/Case-Shiller,,,,1981.3749999999743,89.8,BLS,,,
1981.4583333333076,113.57334282910115,,,,,,1981.4583333333076,48.089,S&P/CoreLogic/Case-Shiller,,,,1981.4583333333076,90.6,BLS,,,
1981.5416666666408,112.91277456553712,,,,,,1981.5416666666408,48.337,S&P/CoreLogic/Case-Shiller,,,,1981.5416666666408,91.6,BLS,,,
1981.624999999974,112.63136988179674,,,,,,1981.624999999974,48.585,S&P/CoreLogic/Case-Shiller,,,,1981.624999999974,92.3,BLS,,,
1981.7083333333073,111.7526499775874,,,,,,1981.7083333333073,48.676,S&P/CoreLogic/Case-Shiller,,,,1981.7083333333073,93.2,BLS,,,
1981.7916666666406,111.65997051679855,,,,,,1981.7916666666406,48.74,S&P/CoreLogic/Case-Shiller,,,,1981.7916666666406,93.4,BLS,,,
1981.8749999999739,111.309318731038,,,,,,1981.8749999999739,48.743,S&P/CoreLogic/Case-Shiller,,,,1981.8749999999739,93.7,BLS,,,
1981.958333333307,111.04512854065864,,,,,,1981.958333333307,48.783,S&P/CoreLogic/Case-Shiller,,,,1981.958333333307,94,BLS,,,
1982.0416666666404,110.76673584245944,,,,,,1982.0416666666404,48.816,S&P/CoreLogic/Case-Shiller,,,,1982.0416666666404,94.3,BLS,,,
1982.1249999999736,110.5941548884581,,,,,,1982.1249999999736,48.895,S&P/CoreLogic/Case-Shiller,,,,1982.1249999999736,94.6,BLS,,,
1982.2083333333069,110.64778634964634,,,,,,1982.2083333333069,48.867,S&P/CoreLogic/Case-Shiller,,,,1982.2083333333069,94.5,BLS,,,
1982.2916666666401,110.32345738099399,,,,,,1982.2916666666401,48.93,S&P/CoreLogic/Case-Shiller,,,,1982.2916666666401,94.9,BLS,,,
1982.3749999999734,109.4277286103453,,,,,,1982.3749999999734,48.993,S&P/CoreLogic/Case-Shiller,,,,1982.3749999999734,95.8,BLS,,,
1982.4583333333067,108.06736579424545,,,,,,1982.4583333333067,48.99,S&P/CoreLogic/Case-Shiller,,,,1982.4583333333067,97,BLS,,,
1982.54166666664,107.48464444904225,,,,,,1982.54166666664,48.977,S&P/CoreLogic/Case-Shiller,,,,1982.54166666664,97.5,BLS,,,
1982.6249999999732,107.21862233343604,,,,,,1982.6249999999732,48.956,S&P/CoreLogic/Case-Shiller,,,,1982.6249999999732,97.7,BLS,,,
1982.7083333333064,107.03674098068697,,,,,,1982.7083333333064,48.973,S&P/CoreLogic/Case-Shiller,,,,1982.7083333333064,97.9,BLS,,,
1982.7916666666397,106.70756587643751,,,,,,1982.7916666666397,48.972,S&P/CoreLogic/Case-Shiller,,,,1982.7916666666397,98.2,BLS,,,
1982.874999999973,106.93188661117794,,,,,,1982.874999999973,48.975,S&P/CoreLogic/Case-Shiller,,,,1982.874999999973,98,BLS,,,
1982.9583333333062,107.55209674356571,,,,,,1982.9583333333062,49.058,S&P/CoreLogic/Case-Shiller,,,,1982.9583333333062,97.6,BLS,,,
1983.0416666666395,107.69315110206618,,,,,,1983.0416666666395,49.223,S&P/CoreLogic/Case-Shiller,,,,1983.0416666666395,97.8,BLS,,,
1983.1249999999727,108.14266855172053,,,,,,1983.1249999999727,49.479,S&P/CoreLogic/Case-Shiller,,,,1983.1249999999727,97.9,BLS,,,
1983.208333333306,108.59290783953263,,,,,,1983.208333333306,49.685,S&P/CoreLogic/Case-Shiller,,,,1983.208333333306,97.9,BLS,,,
1983.2916666666392,108.37751268683179,,,,,,1983.2916666666392,49.941,S&P/CoreLogic/Case-Shiller,,,,1983.2916666666392,98.6,BLS,,,
1983.3749999999725,108.26340685118474,,,,,,1983.3749999999725,50.192,S&P/CoreLogic/Case-Shiller,,,,1983.3749999999725,99.2,BLS,,,
1983.4583333333057,108.46600305163798,,,,,,1983.4583333333057,50.438,S&P/CoreLogic/Case-Shiller,,,,1983.4583333333057,99.5,BLS,,,
1983.541666666639,108.64856367615884,,,,,,1983.541666666639,50.726,S&P/CoreLogic/Case-Shiller,,,,1983.541666666639,99.9,BLS,,,
1983.6249999999723,108.80374674095616,,,,,,1983.6249999999723,50.951,S&P/CoreLogic/Case-Shiller,,,,1983.6249999999723,100.2,BLS,,,
1983.7083333333055,108.55249000699327,,,,,,1983.7083333333055,51.087,S&P/CoreLogic/Case-Shiller,,,,1983.7083333333055,100.7,BLS,,,
1983.7916666666388,108.4355556354859,,,,,,1983.7916666666388,51.184,S&P/CoreLogic/Case-Shiller,,,,1983.7916666666388,101,BLS,,,
1983.874999999972,108.36926111858165,,,,,,1983.874999999972,51.254,S&P/CoreLogic/Case-Shiller,,,,1983.874999999972,101.2,BLS,,,
1983.9583333333053,108.54532674802266,,,,,,1983.9583333333053,51.388,S&P/CoreLogic/Case-Shiller,,,,1983.9583333333053,101.3,BLS,,,
1984.0416666666385,108.22327295369459,,,,,,1984.0416666666385,51.539,S&P/CoreLogic/Case-Shiller,,,,1984.0416666666385,101.9,BLS,,,
1984.1249999999718,108.04170920443974,,,,,,1984.1249999999718,51.705,S&P/CoreLogic/Case-Shiller,,,,1984.1249999999718,102.4,BLS,,,
1984.208333333305,108.32119555712556,,,,,,1984.208333333305,51.94,S&P/CoreLogic/Case-Shiller,,,,1984.208333333305,102.6,BLS,,,
1984.2916666666383,108.39981368186854,,,,,,1984.2916666666383,52.231,S&P/CoreLogic/Case-Shiller,,,,1984.2916666666383,103.1,BLS,,,
1984.3749999999716,108.76819982418536,,,,,,1984.3749999999716,52.561,S&P/CoreLogic/Case-Shiller,,,,1984.3749999999716,103.4,BLS,,,
1984.4583333333048,109.07874313960872,,,,,,1984.4583333333048,52.864,S&P/CoreLogic/Case-Shiller,,,,1984.4583333333048,103.7,BLS,,,
1984.541666666638,109.25980560000077,,,,,,1984.541666666638,53.156,S&P/CoreLogic/Case-Shiller,,,,1984.541666666638,104.1,BLS,,,
1984.6249999999714,109.36372118132397,,,,,,1984.6249999999714,53.411,S&P/CoreLogic/Case-Shiller,,,,1984.6249999999714,104.5,BLS,,,
1984.7083333333046,109.16288205251128,,,,,,1984.7083333333046,53.568,S&P/CoreLogic/Case-Shiller,,,,1984.7083333333046,105,BLS,,,
1984.7916666666379,109.05304783361561,,,,,,1984.7916666666379,53.667,S&P/CoreLogic/Case-Shiller,,,,1984.7916666666379,105.3,BLS,,,
1984.8749999999711,109.06930408760162,,,,,,1984.8749999999711,53.675,S&P/CoreLogic/Case-Shiller,,,,1984.8749999999711,105.3,BLS,,,
1984.9583333333044,109.30705180214751,,,,,,1984.9583333333044,53.792,S&P/CoreLogic/Case-Shiller,,,,1984.9583333333044,105.3,BLS,,,
1985.0416666666376,109.47707603963138,,,,,,1985.0416666666376,53.978,S&P/CoreLogic/Case-Shiller,,,,1985.0416666666376,105.5,BLS,,,
1985.124999999971,109.4552348418724,,,,,,1985.124999999971,54.223,S&P/CoreLogic/Case-Shiller,,,,1985.124999999971,106,BLS,,,
1985.2083333333042,109.66515538208344,,,,,,1985.2083333333042,54.532,S&P/CoreLogic/Case-Shiller,,,,1985.2083333333042,106.4,BLS,,,
1985.2916666666374,109.8908189771222,,,,,,1985.2916666666374,54.901,S&P/CoreLogic/Case-Shiller,,,,1985.2916666666374,106.9,BLS,,,
1985.3749999999707,110.3167121324288,,,,,,1985.3749999999707,55.32,S&P/CoreLogic/Case-Shiller,,,,1985.3749999999707,107.3,BLS,,,
1985.458333333304,110.80258751025123,,,,,,1985.458333333304,55.719,S&P/CoreLogic/Case-Shiller,,,,1985.458333333304,107.6,BLS,,,
1985.5416666666372,111.38899462334369,,,,,,1985.5416666666372,56.118,S&P/CoreLogic/Case-Shiller,,,,1985.5416666666372,107.8,BLS,,,
1985.6249999999704,111.9514363177395,,,,,,1985.6249999999704,56.506,S&P/CoreLogic/Case-Shiller,,,,1985.6249999999704,108,BLS,,,
1985.7083333333037,112.36246765045416,,,,,,1985.7083333333037,56.871,S&P/CoreLogic/Case-Shiller,,,,1985.7083333333037,108.3,BLS,,,
1985.791666666637,112.5808699289465,,,,,,1985.791666666637,57.192,S&P/CoreLogic/Case-Shiller,,,,1985.791666666637,108.7,BLS,,,
1985.8749999999702,112.88348733505471,,,,,,1985.8749999999702,57.504,S&P/CoreLogic/Case-Shiller,,,,1985.8749999999702,109,BLS,,,
1985.9583333333035,113.17465519716364,,,,,,1985.9583333333035,57.811,S&P/CoreLogic/Case-Shiller,,,,1985.9583333333035,109.3,BLS,,,
1986.0416666666367,113.54427369749774,,,,,,1986.0416666666367,58.159,S&P/CoreLogic/Case-Shiller,,,,1986.0416666666367,109.6,BLS,,,
1986.12499999997,114.52936038123654,,,,,,1986.12499999997,58.503,S&P/CoreLogic/Case-Shiller,,,,1986.12499999997,109.3,BLS,,,
1986.2083333333032,115.92298858062874,,,,,,1986.2083333333032,58.944,S&P/CoreLogic/Case-Shiller,,,,1986.2083333333032,108.8,BLS,,,
1986.2916666666365,117.20633946290032,,,,,,1986.2916666666365,59.487,S&P/CoreLogic/Case-Shiller,,,,1986.2916666666365,108.6,BLS,,,
1986.3749999999698,117.99360127197012,,,,,,1986.3749999999698,60.052,S&P/CoreLogic/Case-Shiller,,,,1986.3749999999698,108.9,BLS,,,
1986.458333333303,118.51560729211077,,,,,,1986.458333333303,60.65,S&P/CoreLogic/Case-Shiller,,,,1986.458333333303,109.5,BLS,,,
1986.5416666666363,119.69392404721619,,,,,,1986.5416666666363,61.253,S&P/CoreLogic/Case-Shiller,,,,1986.5416666666363,109.5,BLS,,,
1986.6249999999695,120.51143405607695,,,,,,1986.6249999999695,61.784,S&P/CoreLogic/Case-Shiller,,,,1986.6249999999695,109.7,BLS,,,
1986.7083333333028,120.85587928158387,,,,,,1986.7083333333028,62.243,S&P/CoreLogic/Case-Shiller,,,,1986.7083333333028,110.2,BLS,,,
1986.791666666636,121.42334047116407,,,,,,1986.791666666636,62.592,S&P/CoreLogic/Case-Shiller,,,,1986.791666666636,110.3,BLS,,,
1986.8749999999693,121.91806170483585,,,,,,1986.8749999999693,62.904,S&P/CoreLogic/Case-Shiller,,,,1986.8749999999693,110.4,BLS,,,
1986.9583333333026,122.70622133763105,,,,,,1986.9583333333026,63.368,S&P/CoreLogic/Case-Shiller,,,,1986.9583333333026,110.5,BLS,,,
1987.0416666666358,122.63805355197516,,,,,,1987.0416666666358,63.733999999999995,S&P/CoreLogic/Case-Shiller,,,,1987.0416666666358,111.2,BLS,,,
1987.124999999969,122.96541874745655,,,,,,1987.124999999969,64.134,S&P/CoreLogic/Case-Shiller,,,,1987.124999999969,111.6,BLS,,,
1987.2083333333023,123.05639311464522,,,,,,1987.2083333333023,64.469,S&P/CoreLogic/Case-Shiller,,,,1987.2083333333023,112.1,BLS,,,
1987.2916666666356,123.35815467142622,,,,,,1987.2916666666356,64.973,S&P/CoreLogic/Case-Shiller,,,,1987.2916666666356,112.7,BLS,,,
1987.3749999999688,124.00782051993042,,,,,,1987.3749999999688,65.547,S&P/CoreLogic/Case-Shiller,,,,1987.3749999999688,113.1,BLS,,,
1987.458333333302,124.83577397020599,,,,,,1987.458333333302,66.218,S&P/CoreLogic/Case-Shiller,,,,1987.458333333302,113.5,BLS,,,
1987.5416666666354,125.5746658813201,,,,,,1987.5416666666354,66.786,S&P/CoreLogic/Case-Shiller,,,,1987.5416666666354,113.8,BLS,,,
1987.6249999999686,125.81945724481916,,,,,,1987.6249999999686,67.26899999999999,S&P/CoreLogic/Case-Shiller,,,,1987.6249999999686,114.4,BLS,,,
1987.7083333333019,125.8216724405359,,,,,,1987.7083333333019,67.623,S&P/CoreLogic/Case-Shiller,,,,1987.7083333333019,115,BLS,,,
1987.7916666666351,126.01020649471816,,,,,,1987.7916666666351,67.90100000000001,S&P/CoreLogic/Case-Shiller,,,,1987.7916666666351,115.3,BLS,,,
1987.8749999999684,126.25330734859918,,,,,,1987.8749999999684,68.09100000000001,S&P/CoreLogic/Case-Shiller,,,,1987.8749999999684,115.4,BLS,,,
1987.9583333333017,126.72056195569624,,,,,,1987.9583333333017,68.343,S&P/CoreLogic/Case-Shiller,,,,1987.9583333333017,115.4,BLS,,,
1988.041666666635,126.83213837634462,,,,,,1988.041666666635,68.581,S&P/CoreLogic/Case-Shiller,,,,1988.041666666635,115.7,BLS,,,
1988.1249999999682,127.11837413959026,,,,,,1988.1249999999682,68.914,S&P/CoreLogic/Case-Shiller,,,,1988.1249999999682,116,BLS,,,
1988.2083333333014,127.32400286623867,,,,,,1988.2083333333014,69.32300000000001,S&P/CoreLogic/Case-Shiller,,,,1988.2083333333014,116.5,BLS,,,
1988.2916666666347,127.52129592189794,,,,,,1988.2916666666347,69.788,S&P/CoreLogic/Case-Shiller,,,,1988.2916666666347,117.1,BLS,,,
1988.374999999968,128.21622959294334,,,,,,1988.374999999968,70.408,S&P/CoreLogic/Case-Shiller,,,,1988.374999999968,117.5,BLS,,,
1988.4583333333012,128.86792497176265,,,,,,1988.4583333333012,71.067,S&P/CoreLogic/Case-Shiller,,,,1988.4583333333012,118,BLS,,,
1988.5416666666345,129.44189365773417,,,,,,1988.5416666666345,71.686,S&P/CoreLogic/Case-Shiller,,,,1988.5416666666345,118.5,BLS,,,
1988.6249999999677,129.79526804238694,,,,,,1988.6249999999677,72.185,S&P/CoreLogic/Case-Shiller,,,,1988.6249999999677,119,BLS,,,
1988.708333333301,129.62330861357725,,,,,,1988.708333333301,72.574,S&P/CoreLogic/Case-Shiller,,,,1988.708333333301,119.8,BLS,,,
1988.7916666666342,129.6334248069317,,,,,,1988.7916666666342,72.822,S&P/CoreLogic/Case-Shiller,,,,1988.7916666666342,120.2,BLS,,,
1988.8749999999675,129.95610236094163,,,,,,1988.8749999999675,73.064,S&P/CoreLogic/Case-Shiller,,,,1988.8749999999675,120.3,BLS,,,
1988.9583333333007,130.1186336174251,,,,,,1988.9583333333007,73.277,S&P/CoreLogic/Case-Shiller,,,,1988.9583333333007,120.5,BLS,,,
1989.041666666634,130.0729329364795,,,,,,1989.041666666634,73.616,S&P/CoreLogic/Case-Shiller,,,,1989.041666666634,121.1,BLS,,,
1989.1249999999673,130.15572928974265,,,,,,1989.1249999999673,73.967,S&P/CoreLogic/Case-Shiller,,,,1989.1249999999673,121.6,BLS,,,
1989.2083333333005,130.18407786164394,,,,,,1989.2083333333005,74.40899999999999,S&P/CoreLogic/Case-Shiller,,,,1989.2083333333005,122.3,BLS,,,
1989.2916666666338,130.13413753383315,,,,,,1989.2916666666338,74.867,S&P/CoreLogic/Case-Shiller,,,,1989.2916666666338,123.1,BLS,,,
1989.374999999967,130.13806744796386,,,,,,1989.374999999967,75.295,S&P/CoreLogic/Case-Shiller,,,,1989.374999999967,123.8,BLS,,,
1989.4583333333003,130.51487429683746,,,,,,1989.4583333333003,75.696,S&P/CoreLogic/Case-Shiller,,,,1989.4583333333003,124.1,BLS,,,
1989.5416666666335,130.79354152414805,,,,,,1989.5416666666335,76.041,S&P/CoreLogic/Case-Shiller,,,,1989.5416666666335,124.4,BLS,,,
1989.6249999999668,130.9802914563251,,,,,,1989.6249999999668,76.27199999999999,S&P/CoreLogic/Case-Shiller,,,,1989.6249999999668,124.6,BLS,,,
1989.7083333333,130.81621027182968,,,,,,1989.7083333333,76.421,S&P/CoreLogic/Case-Shiller,,,,1989.7083333333,125,BLS,,,
1989.7916666666333,130.305433687626,,,,,,1989.7916666666333,76.488,S&P/CoreLogic/Case-Shiller,,,,1989.7916666666333,125.6,BLS,,,
1989.8749999999666,130.05102127313612,,,,,,1989.8749999999666,76.521,S&P/CoreLogic/Case-Shiller,,,,1989.8749999999666,125.9,BLS,,,
1989.9583333332998,129.80572720536668,,,,,,1989.9583333332998,76.498,S&P/CoreLogic/Case-Shiller,,,,1989.9583333332998,126.1,BLS,,,
1990.041666666633,128.5298855254818,,,,,,1990.041666666633,76.527,S&P/CoreLogic/Case-Shiller,,,,1990.041666666633,127.4,BLS,,,
1990.1249999999663,128.02770150415517,,,,,,1990.1249999999663,76.587,S&P/CoreLogic/Case-Shiller,,,,1990.1249999999663,128,BLS,,,
1990.2083333332996,127.66886013970002,,,,,,1990.2083333332996,76.79,S&P/CoreLogic/Case-Shiller,,,,1990.2083333332996,128.7,BLS,,,
1990.2916666666329,127.882448331001,,,,,,1990.2916666666329,77.038,S&P/CoreLogic/Case-Shiller,,,,1990.2916666666329,128.9,BLS,,,
1990.3749999999661,128.01279109275217,,,,,,1990.3749999999661,77.296,S&P/CoreLogic/Case-Shiller,,,,1990.3749999999661,129.2,BLS,,,
1990.4583333332994,127.66722828552466,,,,,,1990.4583333332994,77.505,S&P/CoreLogic/Case-Shiller,,,,1990.4583333332994,129.9,BLS,,,
1990.5416666666326,127.26795602883186,,,,,,1990.5416666666326,77.56,S&P/CoreLogic/Case-Shiller,,,,1990.5416666666326,130.4,BLS,,,
1990.624999999966,125.97575727788208,,,,,,1990.624999999966,77.479,S&P/CoreLogic/Case-Shiller,,,,1990.624999999966,131.6,BLS,,,
1990.7083333332992,124.52838298414818,,,,,,1990.7083333332992,77.229,S&P/CoreLogic/Case-Shiller,,,,1990.7083333332992,132.7,BLS,,,
1990.7916666666324,123.27405991787658,,,,,,1990.7916666666324,76.91199999999999,S&P/CoreLogic/Case-Shiller,,,,1990.7916666666324,133.5,BLS,,,
1990.8749999999657,122.14848554749668,,,,,,1990.8749999999657,76.381,S&P/CoreLogic/Case-Shiller,,,,1990.8749999999657,133.8,BLS,,,
1990.958333333299,121.49441279918325,,,,,,1990.958333333299,75.972,S&P/CoreLogic/Case-Shiller,,,,1990.958333333299,133.8,BLS,,,
1991.0416666666322,120.0744302415576,,,,,,1991.0416666666322,75.533,S&P/CoreLogic/Case-Shiller,,,,1991.0416666666322,134.6,BLS,,,
